영화코드,영화명(국문),상영시간,장르,감독,배우1,배우2,배우3,참여 영화사1,참여 영화사2
20184904,드래곤 프린세스,75.0,애니메이션,알트욤 루키체프,없음,없음,없음,(주)박수엔터테인먼트,(주)박수엔터테인먼트
20179383,독전,123.0,범죄,이해영,조진웅,류준열,김주혁,(주)용필름,보야저필름
20185081,아이 필 프리티,109.0,코미디,아비 콘,에이미 슈머,미쉘 윌리엄스,없음,(주)홈초이스,(주)퍼스트런
20184101,여중생A,114.0,드라마,이경섭,김환희,김준면,이종혁,(주)영화사울림,네이버웹툰 주식회사
20184689,아일라,123.0,드라마,칸 울카이,김설,이스마일 하지오글루,없음,(주)영화사 빅,(주)영화사 빅
20182001,개들의 섬,101.0,코미디,웨스 앤더슨,브라이언 크랜스톤,스칼렛 요한슨,빌 머레이,이십세기폭스코리아(주),이십세기폭스코리아(주)
20090834,아바타,161.0,SF,제임스 카메론,샘 워싱턴,조 샐다나,시고니 위버,이십세기폭스필름코퍼레이션,주식회사 해리슨앤컴퍼니
20185648,유니콘 원정대: 비밀의 다이어리,91.0,애니메이션,카말 반살,없음,없음,없음,(주)팝엔터테인먼트,그린나래미디어(주)
20184801,유전,127.0,공포(호러),아리 애스터,토니 콜렛,가브리엘 번,알렉스 울프,(주)팝엔터테인먼트,찬란
20176848,데드풀 2,117.0,액션,데이빗 레이치,라이언 레이놀즈,조슈 브롤린,재지 비츠,이십세기폭스코리아(주),이십세기폭스코리아(주)
20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,90.0,애니메이션,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,임채헌,(주)이수C&E,(주)포켓몬코리아
20184512,토니스토리2: 고철왕국의 친구들,81.0,애니메이션,토마스 보덴스타인,신정훈,이민형,오은수,(주)박수엔터테인먼트,(주)아펙스 엔터테인먼트
20184699,바르다가 사랑한 얼굴들,93.0,다큐멘터리,아녜스 바르다,아녜스 바르다,제이알,없음,(주)영화사 진진,(주)영화사 진진
20175527,더 펜션,112.0,드라마,류장하,조재윤,조한철,박효주,(주)조이래빗,(주)제이콘컴퍼니
20184762,류이치 사카모토: 코다,101.0,다큐멘터리,스티븐 쉬블,사카모토 류이치,없음,없음,주식회사 씨네룩스,주식회사 씨네룩스
20184261,벅스 프렌즈,75.0,애니메이션,딩 스,김소희,윤세웅,석승훈,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아
20177478,어벤져스: 인피니티 워,149.0,액션,안소니 루소,로버트 다우니 주니어,조슈 브롤린,마크 러팔로,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20173202,버닝,147.0,미스터리,이창동,유아인,스티븐 연,전종서,파인하우스필름(주),나우필름(주)
20183084,피터 래빗,94.0,애니메이션,윌 글럭,도널 글리슨,로즈 번,샘 닐,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20184782,호비와 매직 아일랜드,60.0,애니메이션,카와마타 히로시,없음,없음,없음,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니
20183801,트루스 오어 데어,99.0,공포(호러),제프 와드로,루시 헤일,타일러 포시,바이올렛 빈,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20180789,한 솔로: 스타워즈 스토리,135.0,액션,론 하워드,엘든 이렌리치,에밀리아 클라크,폴 베타니,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20176053,"스탠바이, 웬디",93.0,드라마,벤 루윈,다코타 패닝,토니 콜렛,앨리스 이브,판씨네마(주),판씨네마(주)
20173865,데자뷰,86.0,미스터리,고경민,남규리,이천희,이규한,(주)스톰픽쳐스코리아,(주)원픽쳐스
20184668,디트로이트,142.0,스릴러,캐서린 비글로우,존 보예가,안소니 마키,없음,그린나래미디어(주),그린나래미디어(주)
20180943,꼬마영웅 바비,71.0,애니메이션,지안밍 후앙,김주호,김명준,김민성,와이드 릴리즈(주),(주)나우콘텐츠
20179106,겨울왕국의 무민,82.0,애니메이션,야쿱 론스키,빌 스카스가드,알리시아 비칸데르,스텔란 스카스가드,(주)팝엔터테인먼트,(주)영화사 안다미로
20182046,"안녕, 나의 소녀",104.0,멜로/로맨스,사준의,류이호,송운화,없음,오드,오드
20177005,레슬러,109.0,드라마,김대웅,한도진,유해진,이성경,(주)안나푸르나필름,롯데쇼핑㈜롯데엔터테인먼트
20184132,"세라비, 이것이 인생!",115.0,코미디,올리비에르 나카체,질 를르슈,수잔 클레망,없음,(주)디스테이션,(주)엔케이컨텐츠
20178424,레이디 버드,94.0,코미디,그레타 거윅,시얼샤 로넌,로리 멧칼프,트레이시 렛츠,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20184513,위 베어 베어스: 베이비 베어스,70.0,애니메이션,매니 에르난데스,없음,없음,없음,(주)팝엔터테인먼트,터너코리아 유한회사
20189783,챔피언,108.0,드라마,김용완,마동석,권율,한예리,(주)코코너,워너브러더스 코리아(주)
20176067,"부르고뉴, 와인에서 찾은 인생",113.0,드라마,세드릭 클래피쉬,피오 마르마이,아나 지라르도,프랑수아 시빌,(주)티캐스트,(주)티캐스트
20181603,무문관,96.0,다큐멘터리,박대원,김명수,김정숙,없음,TBC,영화사 마농(주)
20183741,다이노 헌터: 티렉스VS파키리노 대격돌,77.0,애니메이션,닐 나이팅게일,없음,없음,없음,(주)박수엔터테인먼트,(주)박수엔터테인먼트
20183321,마징가 Z: 인피니티,94.0,애니메이션,시미즈 준지,모리쿠보 쇼타로,카야노 아이,김영선,(주)이수C&E,우키픽쳐스 주식회사
20182561,당갈,160.0,액션,니테쉬 티와리,아미르 칸,파티마 사나 셰이크,산야 말호트라,(주)넥스트엔터테인먼트월드(NEW),(주)미로스페이스
20183381,5.18 힌츠페터 스토리,94.0,다큐멘터리,장영주,위르겐 힌츠페터,조성하,김승필,KBS,(주)드림팩트엔터테인먼트
20182323,임을 위한 행진곡,104.0,드라마,박기복,김꽃비,김부선,전수현,주식회사 무당벌레필름,주식회사 에스케이엠엔터테인먼트
20137352,루비 스팍스,104.0,코미디,발레리 페리스,폴 다노,조 카잔,없음,(주)팝엔터테인먼트,(주)영화사 안다미로
20182352,"그날, 바다",110.0,다큐멘터리,김지영,정우성,이주용,장동원,프로젝트 부 ,(주)엣나인필름
20182984,얼리맨,88.0,애니메이션,닉 파크,에디 레드메인,톰 히들스턴,메이지 윌리암스,(주)이수C&E,(주)퍼스트런
20183384,서산개척단,76.0,다큐멘터리,이조훈,정영철,하용복,윤기숙,(주)훈프로,(주)인디플러그
20159102,씨 오브 트리스,110.0,드라마,구스 반 산트,매튜 매커너히,나오미 왓츠,없음,(주)영화사오원,(주)영화사오원
20182989,커다랗고 커다랗고 커다란 배,77.0,애니메이션,필립 립스키,이소은,이제인,윤세웅,예지림엔터테인먼트,예지림엔터테인먼트
20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,99.0,애니메이션,이시하라 타츠야,후쿠야마 준,우치다 마아야,아카사키 치나츠,와이드 릴리즈(주),(주)얼리버드픽쳐스
20183195,레오나르도 다 빈치,82.0,애니메이션,세르지오 맨피오,김명준,사문영,이경태,(주)스마일이엔티,(주)스마일이엔티
20181823,보리 vs 매켄로,107.0,드라마,야누스 메츠,스베리르 구드나손,샤이아 라보프,스텔란 스카스가드,(주)엣나인필름,(주)싸이더스
20176069,원더스트럭,115.0,드라마,토드 헤인즈,줄리안 무어,오크스 페글리,미쉘 윌리엄스,CGV아트하우스,CGV아트하우스
20181788,콰이어트 플레이스,90.0,공포(호러),존 크래신스키,에밀리 블런트,존 크래신스키,노아 주프,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20182385,매직빈,72.0,애니메이션,조이 주,황창영,민아,장병관,(주)영화사 빅,(주)영화사 빅
20183307,샷 콜러,120.0,범죄,릭 로먼 워,니콜라이 코스터 왈도,존 번탈,없음,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아
20167007,살인소설,102.0,스릴러,김진묵,지현우,오만석,이나라,(주)페퍼민트앤컴퍼니,리드미컬그린(주)
20176917,램페이지,107.0,액션,브래드 페이튼,드웨인 존슨,제프리 딘 모건,나오미 해리스,워너브러더스 코리아(주),워너브러더스 코리아(주)
20182990,아기곰 보보 구출 대작전,75.0,애니메이션,라스무스 A. 실버르센,없음,없음,없음,와이드 릴리즈(주),(주)컴퍼니엘
20178522,콜 미 바이 유어 네임,131.0,드라마,루카 구아다니노,티모시 샬라메,아미 해머,마이클 스털버그,(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20153447,바람 바람 바람,100.0,코미디,이병헌,이성민,신하균,송지효,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW)
20181561,덕구,91.0,드라마,방수인,이순재,정지훈,장광,(주)영화사두둥,(주)곰픽쳐스
20182360,정글번치: 최강 악당의 등장,97.0,애니메이션,다비드 알로,없음,없음,없음,(주)팝엔터테인먼트,그린나래미디어(주)
19990050,박하사탕,130.0,드라마,이창동,설경구,문소리,김여진,(주)이스트필름,파인하우스필름(주)
20177962,당신의 부탁,107.0,드라마,이동은,임수정,윤찬영,이상희,(주)명필름,CGV아트하우스
20177266,나를 기억해,101.0,미스터리,이한욱,이유영,김희원,오하늬,(주)오아시스이엔티,(주)키다리이엔티
20176101,클레어의 카메라,68.0,드라마,홍상수,이자벨 위페르,김민희,장미희,(주)영화제작전원사 ,(주)영화제작전원사 
20171122,레디 플레이어 원,139.0,액션,스티븐 스필버그,마크 라이런스,사이먼 페그,올리비아 쿡,워너브러더스 코리아(주),워너브러더스 코리아(주)
20180804,곤지암,94.0,공포(호러),정범식,위하준,박지현,오아연,(주)하이브미디어코프,(주)쇼박스
20182494,몬태나,131.0,드라마,스콧 쿠퍼,크리스찬 베일,로자먼드 파이크,웨스 스투디,판씨네마(주),판씨네마(주)
20182701,크리미널 스쿼드,123.0,범죄,크리스찬 구드가스트,제라드 버틀러,파블로 쉬레이버,없음,(주)이수C&E,(주)누리픽쳐스
20165045,머니백,100.0,액션,허준형,김무열,박희순,이경영,(주)젠픽쳐스,(주)리틀빅픽쳐스
20170669,지금 만나러 갑니다,131.0,멜로/로맨스,이장훈,소지섭,손예진,김지환,(주)무비락,(주)도서관옆스튜디오
20182327,달링,118.0,드라마,앤디 서키스,앤드류 가필드,클레어 포이,톰 홀랜더,(주)팝엔터테인먼트,그린나래미디어(주)
20182221,스파키,91.0,애니메이션,아론 우들리,제시카 비엘,수잔 서랜든,없음,(주)레드로버,예지림엔터테인먼트
20154908,7년의 밤,123.0,스릴러,추창민,류승룡,장동건,송새벽,(주)바른손,(주)씨제이이엔엠
20182021,번개맨과 신비의 섬,69.0,가족,김지열,서홍석,유수호,최오식,힘컨텐츠(주),한국교육방송공사 EBS
20181366,미니특공대X,67.0,애니메이션,이영준,엄상현,전태열,이소영,(주)삼지애니메이션,(주)삼지애니메이션
20182922,문호 스트레이독스 [데드 애플],90.0,애니메이션,이가라시 타쿠야,우에무라 유우토,미야노 마모루,오노 켄쇼,(주)애니플러스,(주)애니플러스
20174603,퍼시픽 림: 업라이징,110.0,액션,스티븐 S. 드나이트,존 보예가,스콧 이스트우드,케일리 스패니,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20181621,막달라 마리아: 부활의 증인,119.0,드라마,가스 데이비스,루니 마라,호아킨 피닉스,치웨텔 에지오포,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20170841,리틀 포레스트,103.0,드라마,임순례,김태리,류준열,문소리,(주)영화사수박,메가박스중앙(주)플러스엠
20173962,소공녀,106.0,멜로/로맨스,전고운,이솜,안재홍,이고운,광화문시네마,(주)모토
20178449,쓰리 빌보드,115.0,코미디,마틴 맥도나,프란시스 맥도먼드,우디 해럴슨,샘 록웰,이십세기폭스코리아(주),이십세기폭스코리아(주)
19720061,정무문,106.0,액션,라유,이소룡,전풍,이곤,한진흥업주식회사,(주)영화사 빅
20178781,사라진 밤,101.0,스릴러,이창희,김상경,김강우,김희애,(주)싸이더스,(주)엠씨엠씨
20172244,치즈인더트랩,116.0,멜로/로맨스,김제영,박해진,이채민,오연서,(주)마운틴무브먼트스토리,(주)리틀빅픽쳐스
20180302,허리케인 하이스트,102.0,액션,롭 코헨,토비 켑벨,매기 그레이스,없음,(주)넥스트엔터테인먼트월드(NEW),(주)우성엔터테인먼트
19900335,사랑과 영혼,126.0,드라마,제리 주커,패트릭 스웨이즈,데미 무어,우피 골드버그,파라마운트 픽쳐스,(주)제이앤씨미디어그룹
20173436,셰이프 오브 워터: 사랑의 모양,123.0,어드벤처,기예르모 델 토로,샐리 호킨스,마이클 섀넌,리차드 젠킨스,이십세기폭스코리아(주),이십세기폭스코리아(주)
20180564,툼레이더,117.0,액션,로아 우타우,알리시아 비칸데르,크리스틴 스콧 토마스,월튼 고긴스,워너브러더스 코리아(주),워너브러더스 코리아(주)
20150969,궁합,109.0,코미디,홍창표,송영재,심은경,이승기,(주)주피터필름,(주)씨제이이엔엠
20170561,블랙 팬서,134.0,액션,라이언 쿠글러,채드윅 보스만,마이클 B. 조던,루피타 뇽,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20180082,로건 럭키,118.0,코미디,스티븐 소더버그,채닝 테이텀,다니엘 크레이그,아담 드라이버,(주)스톰픽쳐스코리아,(주)누리픽쳐스
20176070,플로리다 프로젝트,111.0,드라마,션 베이커,윌렘 데포,없음,없음,오드,오드
20177946,월요일이 사라졌다,123.0,액션,토미 위르콜라,누미 라파스,글렌 클로즈,윌렘 데포,(주)스마일이엔티,(주)퍼스트런
20178490,온리 더 브레이브,133.0,드라마,조셉 코신스키,조슈 브롤린,마일즈 텔러,제프 브리지스,㈜코리아스크린,㈜코리아스크린
20189861,더 포스트,116.0,드라마,스티븐 스필버그,톰 행크스,메릴 스트립,알리슨 브리,CGV아트하우스,(주)씨제이이엔엠
20179731,나미야 잡화점의 기적,129.0,판타지,히로키 류이치,니시다 토시유키,야마다 료스케,없음,(주)이수C&E,(주)에이원엔터테인먼트
20180341,레드 스패로,140.0,스릴러,프란시스 로렌스,제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠,이십세기폭스코리아(주),이십세기폭스코리아(주)
20189663,게이트,91.0,범죄,신재호,정려원,임창정,정상훈,삼삼공구 브라더스,(주)제이앤씨미디어그룹
20180542,50가지 그림자: 해방,105.0,드라마,제임스 폴리,다코타 존슨,제이미 도넌,없음,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20178672,패딩턴 2,103.0,코미디,폴 킹,벤 위쇼,휴 그랜트,브렌단 글리슨,(주)이수C&E,(주)누리픽쳐스
20179205,조선명탐정: 흡혈괴마의 비밀,119.0,사극,김석윤,김명민,오달수,김지원,청년필름(주),(주)쇼박스
20168250,골든슬럼버,108.0,범죄,노동석,강동원,김의성,한효주,영화사 집,(주)씨제이이엔엠
20179985,코코,126.0,애니메이션,리 언크리치,가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20189882,반딧불이 딘딘,85.0,애니메이션,등위봉,없음,없음,없음,(주)박수엔터테인먼트,(주)아펙스 엔터테인먼트
20078561,명탐정 코난:감벽의 관,106.0,애니메이션,야마모토 야스이치로,김선혜,강수진,이현진,(주)씨제이이엔엠,(주)씨제이이엔엠
20176121,흥부: 글로 세상을 바꾼 자,105.0,사극,조근현,정우,김규백,김주혁,(주)영화사 궁,(주)발렌타인필름
20176104,그것만이 내 세상,120.0,코미디,최성현,이병헌,윤여정,박정민,(주)제이케이필름,(주)씨제이이엔엠
20178126,인시디어스4: 라스트 키,103.0,공포(호러),애덤 로비텔,스펜서 로크,린 샤예,조시 스튜어트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20175054,메이즈 러너: 데스 큐어,142.0,액션,웨스 볼,딜런 오브라이언,토마스 생스터,카야 스코델라리오,이십세기폭스코리아(주),이십세기폭스코리아(주)
20178395,12 솔져스,130.0,액션,니콜라이 퓰시,크리스 헴스워스,마이클 섀넌,마이클 페나,(주)제이앤씨미디어그룹,(유)조이앤시네마
20168323,염력,101.0,드라마,연상호,이우룡,류승룡,심은경,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW)
20189901,더 포리너,113.0,액션,마틴 캠벨,성룡,피어스 브로스넌,없음,(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온
20189761,터닝메카드W: 반다인의 비밀 특별판,75.0,애니메이션,홍헌표,소연,윤미나,이현진,㈜희원엔터테인먼트,(주)제이앤씨미디어그룹
20178469,올 더 머니,132.0,범죄,리들리 스콧,미쉘 윌리엄스,크리스토퍼 플러머,마크 월버그,판씨네마(주),판씨네마(주)
19980074,타이타닉,194.0,드라마,제임스 카메론,레오나르도 디카프리오,케이트 윈슬렛,없음,파라마운트 픽쳐스,씨네힐
20179228,마야2,84.0,애니메이션,노엘 클리어리,김서영,김명준,김소희,(주)영화사 빅,(주)시네마리퍼블릭
20178230,커뮤터,104.0,액션,자움 콜렛 세라,리암 니슨,베라 파미가,패트릭 윌슨,메가박스중앙(주)플러스엠,(주)미디어로그
20168161,1급기밀,100.0,드라마,홍기선,김상경,김옥빈,최무성,(주)미인픽쳐스,(주)미디어모굴
20177473,비밥바룰라,97.0,코미디,이성재,박인환,신구,임현식,영화사김치(주),(주)키다리이엔티
20178444,극장판 레이디버그: 미라클스톤의 비밀,66.0,애니메이션,토마스 아스트뤽,여민정,남도형,없음,(주)삼지애니메이션,(주)삼지애니메이션
20171909,쥬만지: 새로운 세계,118.0,액션,제이크 캐스단,드웨인 존슨,잭 블랙,케빈 하트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20173662,리틀 뱀파이어,83.0,애니메이션,리처드 클라우스,짐 카터,라스무스 하디커,앨리스 크리지,(주)이수C&E,(주)머스트씨무비릴리징컴퍼니
20189525,젝스키스 에이틴,100.0,다큐멘터리,없음,은지원,이재진,장수원,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)
20178808,주문은 토끼입니까?? ~디어 마이 시스터~,60.0,애니메이션,하시모토 히로유키,사쿠라 아야네,미나세 이노리,타네다 리사,(주)애니플러스,(주)애니플러스
20177104,페르디난드,107.0,애니메이션,카를로스 살다나,존 시나,케이트 맥키넌,데이비드 테넌트,이십세기폭스코리아(주),이십세기폭스코리아(주)
20178228,다키스트 아워,125.0,드라마,조 라이트,게리 올드만,크리스틴 스콧 토마스,릴리 제임스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20173547,다운사이징,135.0,드라마,알렉산더 페인,맷 데이먼,크리스틴 위그,크리스토프 왈츠,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",90.0,애니메이션,신보 아키유키,히로세 스즈,스다 마사키,미야노 마모루,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
20179286,하이큐!! 콘셉트의 싸움,88.0,애니메이션,미츠나카 스스무,없음,없음,없음,(주)팝엔터테인먼트,(주)에이원엔터테인먼트
20192206,백두산,128.0,어드벤처,이해준,이병헌,하정우,마동석,주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름
20184571,천문: 하늘에 묻는다,132.0,사극,허진호,최민식,한석규,신구,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트
20198414,시동,101.0,드라마,최정열,마동석,박정민,정해인,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW)
20196272,미드웨이,138.0,액션,롤랜드 에머리히,에드 스크레인,패트릭 윌슨,우디 해럴슨,(주)누리픽쳐스,(주)누리픽쳐스
20197803,겨울왕국 2,103.0,애니메이션,크리스 벅,크리스틴 벨,이디나 멘젤,조시 게드,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,96.0,애니메이션,변영규,김영은,김채하,신용우,(주)씨제이이엔엠,(주)씨제이이엔엠
20192401,포드 V 페라리,152.0,액션,제임스 맨골드,맷 데이먼,크리스찬 베일,없음,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20198430,나이브스 아웃,130.0,미스터리,라이언 존슨,다니엘 크레이그,크리스 에반스,아나 디 아르마스,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트
20199981,눈의 여왕4,87.0,애니메이션,로버트 렌스,양정화,박지윤,임채헌,(주)넥스트엔터테인먼트월드(NEW),아이피엑스(주)
20192721,캣츠,,뮤지컬,톰 후퍼,제니퍼 허드슨,테일러 스위프트,이드리스 엘바,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20183002,해치지않아,117.0,코미디,손재곤,안재홍,강소라,박영규,(주)디씨지플러스,(주)어바웃필름
20198818,프린스 코기,82.0,애니메이션,벤 스타센,심규혁,김리흔,엄상현,(주)이수C&E,(주)이수C&E
20198681,쥬만지: 넥스트 레벨,122.0,액션,제이크 캐스단,드웨인 존슨,잭 블랙,케빈 하트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20198701,"미안해요, 리키",101.0,드라마,켄 로치,크리스 히친,데비 허니우드,없음,(주)영화사 진진,(주)영화사 진진
20188462,감쪽같은 그녀,104.0,드라마,허인무,나문희,김수안,천우희,(주)지오필름,메가박스중앙(주)플러스엠
20199867,프란치스코 교황 : 맨 오브 히스 워드,96.0,다큐멘터리,빔 벤더스,프란치스코,없음,없음,㈜영화사 백두대간,영화사 풀
20196293,파비안느에 관한 진실,107.0,드라마,고레에다 히로카즈,까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크,(주)티캐스트,(주)티캐스트
20190545,카운트다운,90.0,공포(호러),없음,없음,없음,없음,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온
20190163,아스테릭스: 마법 물약의 비밀,75.0,애니메이션,루이 클리시,박성영,서반석,없음,(주)박수엔터테인먼트,(주)박수엔터테인먼트
20198182,아내를 죽였다,97.0,스릴러,김하라,이시언,안내상,왕지혜,단테미디어랩,(주)케이티알파
20197278,라스트 크리스마스,102.0,코미디,폴 페이그,에밀리아 클라크,엠마 톰슨,헨리 골딩,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20195002,블랙머니,113.0,범죄,정지영,조진웅,이하늬,이경영,유한회사 질라라비,(주)아우라픽처스
20185161,나를 찾아줘,107.0,스릴러,김승우,이영애,유재명,이원근,(주)26컴퍼니,워너브러더스 코리아(주)
20190142,굿 라이어,109.0,스릴러,빌 콘돈,헬렌 미렌,짐 카터,이안 맥켈런,워너브러더스 코리아(주),없음
20196405,극장판 타오르지마 버스터-블랙어썰트의 귀환,73.0,코미디,조영광,홍범기,안영미,안효민,(주)시너지미디어,(주)이수C&E
20199576,러브 앳,118.0,멜로/로맨스,위고 젤랭,프랑수아 시빌,없음,없음,(주)크리픽쳐스,(주)크리픽쳐스
20196284,윤희에게,104.0,멜로/로맨스,임대형,김희애,나카무라 유코,김소혜,영화사 달리기,(주)리틀빅픽쳐스
20196721,디에고,129.0,다큐멘터리,아시프 카파디아,디에고 아만도 마라도나,없음,없음,워터홀컴퍼니(주),(주)콘텐츠판다
20196705,집 이야기,92.0,드라마,박제범,이유영,강신일,조현식,(주)영화사지음,CGV아트하우스
20199428,크롤,87.0,액션,알렉산더 아야,카야 스코델라리오,배리 페퍼,없음,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
20197336,허슬러,109.0,범죄,로렌 스카파리아,제니퍼 로페즈,콘스탄스 우,릴리 라인하트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온
20181434,신의 한 수: 귀수편,106.0,범죄,리건,권상우,김희원,김성균,(주)메이스엔터테인먼트,(주)아지트필름
20191029,82년생 김지영,118.0,드라마,김도영,이시영,정유미,공유,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트
20181164,카센타,97.0,범죄,하윤재,박용우,조은지,현봉식,팔팔애비뉴(주),(주)트리플픽쳐스
20198962,결혼 이야기,136.0,멜로/로맨스,노아 바움백,스칼렛 요한슨,아담 드라이버,로라 던,판씨네마(주),없음
20192083,터미네이터: 다크 페이트,128.0,액션,팀 밀러,맥켄지 데이비스,아놀드 슈왈제네거,린다 해밀턴,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20190014,오피셜 시크릿,112.0,스릴러,개빈 후드,키이라 나이틀리,매튜 구드,랄프 파인즈,(주)팬엔터테인먼트,(주)퍼스트런
20197279,아담스 패밀리,86.0,애니메이션,그렉 티어넌,샤를리즈 테론,클로이 모레츠,오스카 아이삭,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20184341,얼굴없는 보스,114.0,액션,송창용,천정명,진이한,이하율,(주)좋은 하늘,(주)좋은 하늘
20197721,엔젤 해즈 폴른,120.0,액션,릭 로먼 워,제라드 버틀러,모건 프리먼,대니 휴스턴,메가박스중앙(주)플러스엠,(주)우성엔터테인먼트
20198942,아이리시맨,208.0,범죄,마틴 스코세이지,로버트 드 니로,알 파치노,조 페시,판씨네마(주),없음
20190280,날씨의 아이,112.0,애니메이션,신카이 마코토,다이고 코타로,모리 나나,오구리 슌,메가박스중앙(주)플러스엠,(주)미디어캐슬
20196136,람보 : 라스트 워,100.0,액션,애드리언 그런버그,실베스터 스탤론,파즈 베가,세르지오 페리스-멘체타,TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹
20198421,좀비랜드: 더블 탭,98.0,액션,루벤 플레셔,우디 해럴슨,제시 아이젠버그,아비게일 브레스린,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20196760,대통령의 7시간,78.0,다큐멘터리,이상호,없음,없음,없음,(주)씨네포트,(주)씨네포트
20199950,조커,122.0,액션,토드 필립스,호아킨 피닉스,재지 비츠,로버트 드 니로,워너브러더스 코리아(주),워너브러더스 코리아(주)
20193801,닥터 슬립,151.0,스릴러,마이크 플래너건,이완 맥그리거,레베카 퍼거슨,카일리 커란,워너브러더스 코리아(주),워너브러더스 코리아(주)
20199118,어쩌다 룸메이트,101.0,멜로/로맨스,소륜,뇌가음,동려아,없음,(주)키다리이엔티,(주)퍼스트런
20191589,말레피센트 2,118.0,어드벤처,요아킴 뢰닝,안젤리나 졸리,엘르 패닝,미셀 파이퍼,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20195920,가장 보통의 연애,109.0,멜로/로맨스,김한결,김래원,공효진,강기영,영화사 집,(주)넥스트엔터테인먼트월드(NEW)
20197981,패트와 매트: 우당탕탕 크리스마스,77.0,애니메이션,마렉 베네슈,없음,없음,없음,(주)팝엔터테인먼트,그린나래미디어(주)
20198315,캔 유 킵 어 시크릿?,94.0,멜로/로맨스,없음,레버른 콕스,없음,없음,(주)팝엔터테인먼트,그린나래미디어(주)
20197392,프렌드 존,119.0,멜로/로맨스,차야놉 분프라콥,없음,없음,없음,(주)디스테이션,주식회사 루믹스미디어
